Type,CurrentGen,Arch,CpuCores,CpuThreadsPerCore,VCpu,GpuCount,GpuName,MemoryMiB,EbsOnly,InstanceStorage,NetPerf,EbsBwMbps,HasGPU,USDPerHr
r5.12xlarge,True,x86_64,24,2,48,,,393216,default,,12 Gigabit,9500.0,False,3.024
r6i.12xlarge,False,x86_64,24,2,48,,,393216,default,,18.75 Gigabit,15000.0,False,3.024
r6idn.8xlarge,True,x86_64,16,2,32,,,262144,default,1900.0,50 Gigabit,25000.0,False,3.12624
r5ad.12xlarge,True,x86_64,24,2,48,,,393216,default,1800.0,10 Gigabit,6780.0,False,3.144
r8i-flex.12xlarge,True,x86_64,24,2,48,,,393216,default,,Up to 22.5 Gigabit,7500.0,False,3.16728
r7i.12xlarge,True,x86_64,24,2,48,,,393216,default,,18.75 Gigabit,15000.0,False,3.1752
r6g.metal,True,arm64,64,1,64,,,524288,default,,25 Gigabit,19000.0,False,3.2256
r6g.16xlarge,True,arm64,64,1,64,,,524288,default,,25 Gigabit,19000.0,False,3.2256
r7gd.12xlarge,True,arm64,48,1,48,,,393216,default,2850.0,22.5 Gigabit,15000.0,False,3.2659
r8i.12xlarge,True,x86_64,24,2,48,,,393216,default,,22.5 Gigabit,15000.0,False,3.33408
r7g.metal,True,arm64,64,1,64,,,524288,default,,30 Gigabit,20000.0,False,3.4272
r7g.16xlarge,True,arm64,64,1,64,,,524288,default,,30 Gigabit,20000.0,False,3.4272
r5d.12xlarge,True,x86_64,24,2,48,,,393216,default,1800.0,12 Gigabit,9500.0,False,3.456
r8gd.12xlarge,True,arm64,48,1,48,,,393216,default,2850.0,22.5 Gigabit,15000.0,False,3.52704
r5n.12xlarge,True,x86_64,24,2,48,,,393216,default,,50 Gigabit,9500.0,False,3.576
r5b.12xlarge,True,x86_64,24,2,48,,,393216,default,,12 Gigabit,30000.0,False,3.576
r5a.16xlarge,True,x86_64,32,2,64,,,524288,default,,12 Gigabit,9500.0,False,3.616
r6a.16xlarge,True,x86_64,32,2,64,,,524288,default,,25 Gigabit,20000.0,False,3.6288
r6id.12xlarge,True,x86_64,24,2,48,,,393216,default,2850.0,18.75 Gigabit,15000.0,False,3.6288
r7a.12xlarge,True,x86_64,48,1,48,,,393216,default,,18.75 Gigabit,15000.0,False,3.6516
r6gd.metal,True,arm64,64,1,64,,,524288,default,3800.0,25 Gigabit,19000.0,False,3.6864
r6gd.16xlarge,True,arm64,64,1,64,,,524288,default,3800.0,25 Gigabit,19000.0,False,3.6864
r8g.16xlarge,True,arm64,64,1,64,,,524288,default,,30 Gigabit,20000.0,False,3.77024
r8a.12xlarge,True,x86_64,48,1,48,,,393216,default,,22.5 Gigabit,15000.0,False,3.83424
r5dn.12xlarge,True,x86_64,24,2,48,,,393216,default,1800.0,50 Gigabit,9500.0,False,4.008
r6i.16xlarge,False,x86_64,32,2,64,,,524288,default,,25 Gigabit,20000.0,False,4.032
r5.16xlarge,True,x86_64,32,2,64,,,524288,default,,20 Gigabit,13600.0,False,4.032
r6in.12xlarge,True,x86_64,24,2,48,,,393216,default,,75 Gigabit,37500.0,False,4.18392
r5ad.16xlarge,True,x86_64,32,2,64,,,524288,default,2400.0,12 Gigabit,9500.0,False,4.192
r8i-flex.16xlarge,True,x86_64,32,2,64,,,524288,default,,Up to 30 Gigabit,10000.0,False,4.22304
r7i.16xlarge,True,x86_64,32,2,64,,,524288,default,,25 Gigabit,20000.0,False,4.2336
r4.16xlarge,False,x86_64,32,2,64,,,499712,default,,25 Gigabit,14000.0,False,4.256
r7gd.16xlarge,True,arm64,64,1,64,,,524288,default,3800.0,30 Gigabit,20000.0,False,4.3546
r7gd.metal,True,arm64,64,1,64,,,524288,default,3800.0,30 Gigabit,20000.0,False,4.3546
r8gn.12xlarge,True,arm64,48,1,48,,,393216,default,,150 Gigabit,30000.0,False,4.3723
r8gb.12xlarge,True,arm64,48,1,48,,,393216,default,,100 Gigabit,75000.0,False,4.37232
r8i.16xlarge,True,x86_64,32,2,64,,,524288,default,,30 Gigabit,20000.0,False,4.44544
r7iz.12xlarge,True,x86_64,24,2,48,,,393216,default,,25 Gigabit,19000.0,False,4.464
